sickCd,sickNm,sickEngNm
X401,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 집단거주시설","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, residential institution"
X402,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, school, other institution and public administrative area"
X403,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 운동 및 경기장","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, sports and athletics area"
X404,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 도로 및 고속도로","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, street and highway"
X405,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, trade and service area"
X406,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 산업 및 건설지역","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, industrial and construction area"
X407,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 농장","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, farm"
X408,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 기타 명시된 장소","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, other specified places"
X409,"비아편유사진통제, 해열제 및 항류마티스제에 의한 불의의 중독 및 노출, 상세불명 장소","Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics, unspecified place"
X41,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용제에 의한 불의의 중독 및 노출","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC"
X410,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 주택","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, home"
X411,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 집단거주시설","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, residential institution"
X412,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, school, other institution and public administrative area"
X413,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 운동 및 경기장","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, sports and athletics area"
X414,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 도로 및 고속도로","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, street and highway"
X415,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 상업 및 서비스 구역","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, trade and service area"
X416,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 산업 및 건설지역","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, industrial and construction area"
X417,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 농장","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, farm"
X418,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 기타 명시된 장소","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, other specified places"
X419,"달리 분류되지 않은 항뇌전증제, 진정제-수면제, 항파킨슨제, 정신작용약물에 의한 불의의 중독 및 노출, 상세불명 장소","Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, NEC, unspecified place"
X42,달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출,"Accidental poisoning by and exposure to narcotics and psychodysleptics[hallucinogens], NEC"
X420,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 주택","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, home"
X421,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 집단거주시설","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, residential institution"
X422,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, school, other institution and public administrative area"
X423,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 운동 및 경기장","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, sports and athletics area"
X424,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 도로 및 고속도로","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, street and highway"
X425,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상업 및 서비스 구역","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, trade and service area"
X426,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 산업 및 건설지역","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, industrial and construction area"
X427,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 농장","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, farm"
X428,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 기타 명시된 장소","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, other specified places"
X429,"달리 분류되지 않은 마약 및 환각제에 의한 불의의 중독 및 노출, 상세불명 장소","Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens] NEC, unspecified place"
X43,자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출,Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system
X430,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 주택","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, home"
X431,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 집단거주시설","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, residential institution"
X432,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 학교, 기타 시설 및 공공행정 구역","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, school, other institution and public administrative area"
X433,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 운동 및 경기장","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, sports and athletics area"
X434,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 도로 및 고속도로","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, street and highway"
X435,"자율신경계통에 작용하는 기타 약물에 의한 불의의 중독 및 노출, 상업 및 서비스 구역","Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system, trade and service area"
